ProviderNumber(String),HospitalName(String),City(String),State(String),ZIPCode(String),CountyName(String),PhoneNumber(String),HospitalType(String),HospitalOwner(String),EmergencyService(String),Condition(String),MeasureCode(String),MeasureName(String),Sample(String),StateAvg(String)
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,377 patients,CA_HF-1
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,402 patients,CA_HF-2
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),122 patients,CA_HF-3
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,53 patients,CA_HF-4
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,128 patients,CA_PN-2
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,109 patients,CA_PN-3B
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,27 patients,CA_PN-4
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,94 patients,CA_PN-5C
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),87 patients,CA_PN-6
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,88 patients,CA_PN-7
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,55 patients,CA_SCIP-CARD-2
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,228 patients,CA_SCIP-INF-1
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,227 patients,CA_SCIP-INF-2
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),210 patients,CA_SCIP-INF-3
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),378 patients,CA_SCIP-INF-6
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,181 patients,CA_SCIP-VTE-1
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,181 patients,CA_SCIP-VTE-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,155 patients,CA_AMI-1
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,115 patients,CA_AMI-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),24 patients,CA_AMI-3
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,24 patients,CA_AMI-4
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,114 patients,CA_AMI-5
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,25 patients,CA_AMI-7A
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,471 patients,CA_HF-1
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,492 patients,CA_HF-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),190 patients,CA_HF-3
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,69 patients,CA_HF-4
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,148 patients,CA_PN-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,101 patients,CA_PN-3B
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,35 patients,CA_PN-4
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,83 patients,CA_PN-5C
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),73 patients,CA_PN-6
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,105 patients,CA_PN-7
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,58 patients,CA_SCIP-CARD-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,278 patients,CA_SCIP-INF-1
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,278 patients,CA_SCIP-INF-2
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),267 patients,CA_SCIP-INF-3
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),400 patients,CA_SCIP-INF-6
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,171 patients,CA_SCIP-VTE-1
50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,171 patients,CA_SCIP-VTE-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,159 patients,CA_AMI-1
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,150 patients,CA_AMI-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),30 patients,CA_AMI-3
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,29 patients,CA_AMI-4
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,159 patients,CA_AMI-5
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,36 patients,CA_AMI-8A
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,179 patients,CA_HF-1
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,211 patients,CA_HF-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),70 patients,CA_HF-3
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,25 patients,CA_HF-4
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,172 patients,CA_PN-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,177 patients,CA_PN-3B
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,39 patients,CA_PN-4
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,186 patients,CA_PN-5C
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),107 patients,CA_PN-6
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,122 patients,CA_PN-7
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,147 patients,CA_SCIP-CARD-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,774 patients,CA_SCIP-INF-1
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,778 patients,CA_SCIP-INF-2
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),739 patients,CA_SCIP-INF-3
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,142 patients,CA_SCIP-INF-4
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),1155 patients,CA_SCIP-INF-6
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,511 patients,CA_SCIP-VTE-1
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,511 patients,CA_SCIP-VTE-2
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98 patients,CA_AMI-1
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,50 patients,CA_AMI-2
