age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
41,private,233130,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
20,private,406641,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,30,united-states,<=50k
30,state-gov,119422,10th,6,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
30,private,255486,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,25,united-states,<=50k
22,private,161532,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,35,united-states,<=50k
25,private,75759,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,44,united-states,>50k
18,private,163332,hs-grad,9,never-married,sales,own-child,white,female,0,0,22,united-states,<=50k
28,private,103802,bachelors,13,never-married,exec-managerial,own-child,white,female,0,1408,40,?,<=50k
50,private,34832,bachelors,13,married-civ-spouse,tech-support,husband,white,male,15024,0,40,united-states,>50k
28,private,37933,hs-grad,9,never-married,other-service,not-in-family,black,female,0,0,48,united-states,<=50k
21,private,165107,some-college,10,never-married,priv-house-serv,own-child,white,female,0,0,40,united-states,<=50k
37,private,126011,assoc-voc,11,divorced,tech-support,own-child,white,male,0,0,40,united-states,<=50k
28,federal-gov,56651,bachelors,13,never-married,prof-specialty,own-child,black,female,0,0,40,united-states,<=50k
23,private,522881,5th-6th,3,married-civ-spouse,other-service,husband,white,male,0,0,35,mexico,<=50k
32,private,191777,assoc-voc,11,never-married,exec-managerial,not-in-family,black,female,0,0,35,england,<=50k
27,private,132686,12th,8,never-married,machine-op-inspct,own-child,white,male,0,0,50,united-states,<=50k
55,private,201112,hs-grad,9,divorced,prof-specialty,unmarried,black,female,0,0,40,united-states,<=50k
44,private,174283,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
25,private,208591,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k
29,private,126399,hs-grad,9,divorced,sales,unmarried,white,female,0,0,32,united-states,<=50k
50,private,142073,hs-grad,9,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,55,united-states,<=50k
18,private,395567,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
74,private,180455,bachelors,13,widowed,other-service,not-in-family,white,female,0,0,8,united-states,<=50k
22,private,235853,9th,5,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
27,private,160731,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
27,state-gov,31935,some-college,10,never-married,tech-support,own-child,white,female,0,0,80,united-states,<=50k
41,private,35166,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,50,united-states,>50k
24,private,161092,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,7298,0,40,united-states,>50k
23,private,223019,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
34,self-emp-not-inc,179673,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,7688,0,60,united-states,>50k
46,state-gov,248895,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
32,private,200323,prof-school,15,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50k
41,private,230020,hs-grad,9,married-civ-spouse,craft-repair,husband,other,male,0,0,40,united-states,<=50k
29,private,134890,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50k
48,private,162096,9th,5,married-civ-spouse,machine-op-inspct,other-relative,asian-pac-islander,female,0,0,45,china,<=50k
51,private,103824,hs-grad,9,never-married,other-service,not-in-family,black,male,0,0,40,haiti,<=50k
34,state-gov,61431,12th,8,never-married,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k
58,private,197319,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
52,private,183618,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
37,self-emp-not-inc,268598,bachelors,13,married-civ-spouse,exec-managerial,husband,other,male,7298,0,50,puerto-rico,>50k
53,private,263729,some-college,10,separated,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
54,private,39493,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,0,0,20,united-states,<=50k
36,private,185360,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50k
25,private,132661,assoc-voc,11,never-married,adm-clerical,own-child,white,female,0,0,60,united-states,<=50k
20,private,266400,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,48,united-states,<=50k
23,private,433669,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
39,self-emp-inc,216473,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
20,self-emp-not-inc,217404,10th,6,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k
28,private,227778,assoc-voc,11,never-married,other-service,other-relative,black,male,0,0,40,united-states,<=50k
73,state-gov,96262,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
67,private,247566,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,24,united-states,<=50k
56,private,139616,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,45,united-states,>50k
32,private,73585,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
42,private,37869,some-college,10,divorced,machine-op-inspct,not-in-family,white,male,0,1590,40,united-states,<=50k
33,private,165814,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k
37,private,108913,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
33,private,34975,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50k
31,private,157078,10th,6,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
59,private,232672,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21,private,294295,hs-grad,9,never-married,adm-clerical,unmarried,white,male,0,0,40,united-states,<=50k
58,self-emp-inc,130454,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
24,local-gov,461678,10th,6,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
26,state-gov,252284,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
26,private,256737,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
33,local-gov,96480,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,germany,<=50k
25,private,234263,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
21,private,109952,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50k
24,private,262570,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
39,self-emp-not-inc,65716,assoc-acdm,12,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k
68,private,201732,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
66,self-emp-not-inc,174788,some-college,10,never-married,sales,not-in-family,white,female,0,0,20,united-states,<=50k
38,private,278924,bachelors,13,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k
41,private,101593,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
71,?,193863,7th-8th,4,widowed,?,other-relative,white,female,0,0,16,poland,<=50k
37,private,342768,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
54,self-emp-not-inc,242606,masters,14,married-civ-spouse,sales,husband,white,male,4386,0,45,united-states,>50k
27,state-gov,176727,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
49,private,99179,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
19,state-gov,354104,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,10,united-states,<=50k
25,private,61956,some-college,10,never-married,transport-moving,not-in-family,white,male,0,0,50,united-states,<=50k
47,federal-gov,137917,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,>50k
40,private,224658,some-college,10,married-civ-spouse,sales,other-relative,white,male,0,0,40,united-states,<=50k
38,private,51100,bachelors,13,divorced,exec-managerial,not-in-family,white,male,3325,0,40,united-states,<=50k
25,private,224361,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
25,private,362912,some-college,10,never-married,craft-repair,own-child,white,female,0,0,50,united-states,<=50k
23,private,218782,10th,6,never-married,handlers-cleaners,other-relative,other,male,0,0,40,united-states,<=50k
28,private,103389,masters,14,divorced,sales,own-child,white,female,0,0,40,united-states,<=50k
29,private,308944,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
32,private,140092,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
34,private,202210,hs-grad,9,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k
52,private,416059,bachelors,13,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,>50k
33,self-emp-not-inc,281030,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,94,united-states,<=50k
19,private,169758,some-college,10,never-married,sales,own-child,white,male,0,0,35,united-states,<=50k
68,private,193666,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,20051,0,55,united-states,>50k
41,private,139907,10th,6,never-married,handlers-cleaners,unmarried,white,male,0,0,50,united-states,<=50k
18,self-emp-inc,119422,hs-grad,9,never-married,other-service,unmarried,asian-pac-islander,female,0,0,30,india,<=50k
29,private,149324,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,40,united-states,>50k
40,private,259307,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
51,self-emp-not-inc,74160,masters,14,divorced,prof-specialty,unmarried,white,male,0,0,60,united-states,>50k
49,private,134797,some-college,10,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
20,state-gov,41103,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
38,local-gov,193026,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k
57,private,303986,5th-6th,3,never-married,other-service,not-in-family,white,male,0,0,40,cuba,<=50k
35,private,126569,some-college,10,married-civ-spouse,sales,husband,white,male,4064,0,40,united-states,<=50k
66,private,166461,11th,7,married-civ-spouse,sales,husband,white,male,0,0,26,united-states,<=50k
27,?,61387,bachelors,13,married-civ-spouse,?,husband,white,male,0,0,15,united-states,<=50k
25,private,254746,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
77,?,28678,masters,14,married-civ-spouse,?,husband,white,male,9386,0,6,united-states,>50k
19,?,180976,10th,6,never-married,?,unmarried,white,female,0,0,35,united-states,<=50k
70,private,282642,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,2174,40,united-states,>50k
59,self-emp-not-inc,136413,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,48,united-states,<=50k
25,private,131463,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
44,local-gov,177240,prof-school,15,never-married,prof-specialty,not-in-family,white,male,10520,0,40,united-states,>50k
37,private,218490,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,el-salvador,>50k
75,?,260543,10th,6,widowed,?,other-relative,asian-pac-islander,female,0,0,1,china,<=50k
21,?,80680,hs-grad,9,never-married,?,not-in-family,white,female,0,0,40,united-states,<=50k
21,private,20728,hs-grad,9,never-married,sales,own-child,white,female,4101,0,40,united-states,<=50k
47,federal-gov,117628,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
20,private,91939,hs-grad,9,never-married,adm-clerical,not-in-family,black,female,0,1721,30,united-states,<=50k
32,state-gov,175931,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
28,private,309566,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,20,united-states,<=50k
53,private,123703,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
19,?,369678,hs-grad,9,never-married,?,not-in-family,other,male,0,0,30,united-states,<=50k
58,private,29928,some-college,10,married-civ-spouse,sales,wife,white,female,0,0,36,united-states,<=50k
22,private,167868,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,30,united-states,<=50k
23,private,235894,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,<=50k
21,private,189888,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,3325,0,60,united-states,<=50k
36,private,111545,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,70,united-states,<=50k
39,private,175972,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,15,united-states,<=50k
34,local-gov,254270,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
41,local-gov,185057,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
72,private,157593,bachelors,13,married-civ-spouse,sales,husband,white,male,1455,0,6,united-states,<=50k
34,private,101345,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50k
51,local-gov,176751,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,1902,40,united-states,>50k
32,self-emp-not-inc,97723,assoc-voc,11,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
38,private,127601,some-college,10,widowed,exec-managerial,not-in-family,white,female,0,0,40,united-states,>50k
37,private,227597,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21,?,143995,some-college,10,never-married,?,own-child,black,male,0,0,20,united-states,<=50k
21,private,250051,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,10,united-states,<=50k
26,private,284078,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
34,private,207668,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,1887,40,united-states,>50k
18,private,163787,some-college,10,never-married,sales,own-child,white,female,0,0,15,united-states,<=50k
27,private,119170,11th,7,never-married,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50k
20,private,188612,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,38,nicaragua,<=50k
36,private,114605,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
31,?,317761,bachelors,13,never-married,?,not-in-family,white,male,0,0,40,united-states,<=50k
